KOG0619,7,4,Q8GYK0;Q0WL06;F4K682;O48705;O80809;Q5G5E0;Q9SSD1;Q9SFG3;Q9SKK2;Q9C6A7;Q9SVM5;Q8W4Q3;Q1PEN0;O49325;O64566;Q9SSM0;Q9LQ21;Q9SRL2;Q9FH86;Q9SJH6;O49327;Q9LRX1;Q9XID2;Q9FH56;O64757;Q9LS80;Q6Q4D0;F4HT77;Q9LJS2;Q5PP26;Q9C906;Q6NQP4;Q9LT39;Q8VYG9;Q70CT4;Q9LS79;Q9FHL8;Q9LJK6;O49328;F4HR92;Q9C6A6;Q9M9X0;Q9LXU5;Q9FFJ3;Q9C6A8;Q9C637;Q9SVW8;Q7FZR1;Q9ZT98;Q93YT3;F4HV48;Q00874;Q5G5D8;Q0WN16;Q9S9U3;Q9FW48;Q8RWE5;Q9FPJ5;O48763;Q9LP24;Q9ZUK3;O81455;Q9SRL7;Q9M2Y3;Q9CA41;Q0WVH1;Q8VZG8;Q9FW47;Q9FW49;Q9LRW9;Q9LRV8;Q9FL15;Q9M1B6;Q9SHI3;Q9C9H6;Q0WR58;Q9C9H7;Q9MA83;Q9SGN1;O48849;Q9SHU4;P0C895;Q9FJ11;Q9M9X1;Q9M0H5;Q8RX63;F4IHG3;Q8GZ49;Q8RWI2;Q9FLK9;Q9LJS0;Q9LUN3;Q9SN38;Q8RXQ6;O49329;Q9SHI4;Q0WRZ8;Q9C611;Q9SVN2;Q9C699;Q9LI76;Q9FK66;Q9SKK5;Q9LJW7,ZERO,G5EG78;G5EFP4;Q93373;Q93377;Q18902;Q9U3A0;Q09564;Q22075;P90920;Q23580;Q22187;Q1ENI8;O01764;Q9N4Z5;Q9N5D7;Q93177;Q7JPD6;Q93539;Q9N3F2;Q9XW74;Q9TZM3;O61967;O02329,G5EG78,Q8SXT3;Q9VJ07;Q9W2D7;Q9VR83;Q7JWP9;A0A0B4KHY2;Q9VZ84;Q9VKX6;Q8IH19;Q9VJQ0;Q95S21;Q9V430;Q9VJN8;Q9VQS3;X2JJX6;Q7KV24;Q9VHV2;Q9VBR3;A0A0B4KHK5;Q9W2J7;Q9VT89;Q6NR19;Q7JPR9;Q7JXU8;Q24386;Q0KHN6;Q9VDD5;A0A0B4LGB0;Q7K2X5;M9PFH7;Q9VDD4;Q9VAD1;Q5U1A7;Q9W3T9;A0A0B4KFU1;Q7KT58;Q9VBP0;Q6AWM0;Q9W128;X2JCD3;Q9VEH4;Q9W266;Q86PM1;M9MSI4;Q9VT44;Q2XY26;Q9V9V6;Q9VV09;Q8T3J2;Q9VK22;Q9VHV3;B6IDK2;Q9VZZ4;Q9W2U2;Q9BN18;Q8SZV5;D0IQL1;X2J6K6;Q9VE49,Q9VZZ4,E7FC34;F1QG51;F1QG52;I3ITI1;F1RE98;B8JKF3;F1R0N0;B8JIB3;F1R616;E7F6K4;Q1LXA7;H9GY03;E9QIH3;B0S5R7;B8A5X5;F1Q9H7;F1QCS9;E7EXY6;I3IS38;F1Q6F4;F1QPU8;E7F5U2;F1Q8K6;Q6GMI5;F1QPB1;F1R2G2;A8DZ86;E7FDN5;H9GYJ3;E7F9S2;E7F333;I7HJH4;M9MM99;E7EXM1;F1QHX4;A2BIH6;E7FFN8;F1QJU2;Q66HV9;F1RET9;F1R2H9;F1QRY7;F1QX89;F1R770;F1QBH8;Q1LV51;E7FF15;Q1L8Y7;F1Q7R2;E7F0F5;A4QNV9;E7F7W3;F1Q7V7;E9QF02;E7F965;Q15JE7;E7FBM0;F8W4D7;F1QFI1;F1R6B0;Q1ED19;F1QKB4;Q5RI43;F1QJY2;B8A5X4;B8JIN1;G1K2U4;F1R1Q4;F8W5N7;B0S5X0;A0JMK3;F1QJL6;E9QJJ1;E7F2A9;F1QGN1;F1Q881;F1QLW6;F1QRB0;F1QFS7;F1QR37;B8JLP1;E7FB87;F6P621;B8JKM0;A2CF42;Q6DHL5;F1Q983;Q5RI45;B3DK88;E7F3W2;B0R160;F1Q809;F1R0V0;E7FE43;F1QCU7;F1QA76;F6NL91;F1R6I3;A3KH16;E7FBW4;E7FEH0;E7FB32;E7FDK4;E7FBY6;F1QLS2;E7EZ70;E7FB25;Q5RHE5;F1R6G3;E9QCF6;B0S8K3;A5WVM1;F1Q7W4;E7F813;F1QK21;F1QVN0;F1QNH9;E7F1H8;E7FFB2;E7FE13;F1R8Q8;E7FB24;A2BF98;F1QVP4;A8BBJ2;Q4H4B6;F1RDG1;F1R478;E7EXH9;F1R2S9;F1QT78;E7EZ83;B0S5B5;F1Q726;F1RDW2;F1Q661;H9GZ54;A9JRH0;E7EXN8;E7FDP8;E7FC40;H9GXC4;E7FCW6;F1QY29,F1R6G3,A0A024R2R5;A0A024R4I8;A0A024R5I6;A0A024R5J7;A0A024R5J8;A0A024R870;A0A024R892;A0A024R971;A0A024R993;A0A024R9M3;A0A024RBC3;A0A0A8K8C7;A4D0T1;A4D1F6;A6NDA9;A6NIK2;A6NIV6;A6NM36;A6NM62;A8K0R3;Q86UN3;P14770;Q6WRI0;Q6P2D8;Q9BXN1;Q6NSJ5;P02750;Q8TDW0;Q9H756;Q7L1W4;P13224;Q9UFC0;Q96PE1;Q9HBL6;Q86YC3;Q6PEZ8;Q9HB75;Q9BTN0;Q50LG9;Q99983;Q8N7C0;Q9BZR6;Q6UXM1;Q6FH10;O43300;Q8N967;Q9P2V4;Q86VH4;Q6ZNQ3;P22792;P51888;Q13641;Q9P244;Q6UXK5;Q8WXD0;P23515;Q6P9F7;P07359;Q9ULH4;O14498;P21810;Q86UE6;Q9HBW1;Q5VT99;Q86VH5;Q8N6Y2;Q86X40;Q96CX6;O94769;Q96L50;Q9HCJ2;Q6UY18;Q7L985;Q9BXB1;Q68CR7;O60938;P51884;Q8IWK6;Q7Z5L7;Q9Y2L9;Q9UBM4;P35858;Q6EMK4;Q8N456;Q9Y4C4;Q8WUT4;Q5JU00;Q7Z2Q7;Q96DD0;Q96FE5;O60346;Q96NI6;Q38SD2;Q9HBX8;Q5BKY1;Q9UQ13;Q6UXK2;Q2I0M4;Q6ZSA7;Q9HBX9;J3KQU2;Q6NUI6;Q9NR99;Q86UN2;O15335;Q86SQ6,P21810;O94769;P51884;Q6NUI6,Q08817;P08678,ZERO,P14605;O94294,ZERO
ENOG410IMMJ,2,1,NONE,NONE,NONE,NONE,Q9V6K3,ZERO,NONE,NONE,O15146;Q01973,O15146,NONE,NONE,NONE,NONE
ENOG410IYPR,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R120,ZERO,A0A024R1Z2,A0A024R1Z2,NONE,NONE,NONE,NONE
KOG0994,2,2,NONE,NONE,NONE,NONE,NONE,NONE,B7ZDA6;F1QKX8;F1R117;H9GZC8;E7EXX6;A2CEV2;F1QSF0;F1QMK5;F1REG9;H9GYC7;F1QBB3;F1REL9,B7ZDA6,A0A024R319;A4D0S4;Q13751;Q9HB63;Q9H1U4;P07942,A0A024R319;Q13751;Q9HB63;P07942,NONE,NONE,NONE,NONE
ENOG410IR76,2,1,NONE,NONE,NONE,NONE,NONE,NONE,B8A4X3,ZERO,A0A024R6G3,A0A024R6G3,NONE,NONE,NONE,NONE
ENOG410IPHM,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R4N6;F6PEJ8;F1R8F2;F1RCN3;E7F9T6,ZERO,A0A024R7C1;P05362;Q9UMF0,P05362,NONE,NONE,NONE,NONE
ENOG410IW5I,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q90ZY9,Q90ZY9,A0A024R9D1,ZERO,NONE,NONE,NONE,NONE
ENOG410IKJ2,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QC17;F8W4C7,ZERO,A0A0C4DFX3,A0A0C4DFX3,NONE,NONE,NONE,NONE
ENOG410IF4N,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A2CEW3;B0S602,ZERO,P02751,P02751,NONE,NONE,NONE,NONE
ENOG410IIS5,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A2CF10,ZERO,Q9GZV7,Q9GZV7,NONE,NONE,NONE,NONE
ENOG410IJET,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A4JYK5;Q1LVH3,ZERO,Q9Y639;P35613,P35613,NONE,NONE,NONE,NONE
ENOG410IEXJ,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A5PMP7;F1QZZ5,ZERO,P04085,P04085,NONE,NONE,NONE,NONE
ENOG410IIKS,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A5PMX0,ZERO,P19320,P19320,NONE,NONE,NONE,NONE
ENOG410IHC8,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A5WWE9,ZERO,O43155,O43155,NONE,NONE,NONE,NONE
ENOG410IR75,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A5WWJ4,ZERO,P21941,P21941,NONE,NONE,NONE,NONE
ENOG410J12H,2,1,NONE,NONE,NONE,NONE,NONE,NONE,A8WHV1,ZERO,Q9H4X1,Q9H4X1,NONE,NONE,NONE,NONE
ENOG410IEZ4,2,1,NONE,NONE,NONE,NONE,NONE,NONE,B0V1B1;F1QBJ0,ZERO,Q96I82,Q96I82,NONE,NONE,NONE,NONE
ENOG410IDXS,2,1,NONE,NONE,NONE,NONE,NONE,NONE,B0V233;F1QR75,ZERO,P57087,P57087,NONE,NONE,NONE,NONE
ENOG410IZZH,2,1,NONE,NONE,NONE,NONE,NONE,NONE,B8A4D0;B8A4D2,ZERO,P01034;P01036;P01037;P09228,P01034,NONE,NONE,NONE,NONE
ENOG410IR6Z,2,2,NONE,NONE,NONE,NONE,NONE,NONE,B8A5G4,B8A5G4,Q6UXI9,Q6UXI9,NONE,NONE,NONE,NONE
ENOG410IHTH,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QXN1;Q6NYT8,ZERO,D0PNI2;Q08397,D0PNI2;Q08397,NONE,NONE,NONE,NONE
ENOG410IJZ0,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F1E8,ZERO,O75056,O75056,NONE,NONE,NONE,NONE
ENOG410IGQI,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F5Y7;F1QYD7,ZERO,Q9BX67,Q9BX67,NONE,NONE,NONE,NONE
ENOG410IMYX,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F6D3,ZERO,Q14112,Q14112,NONE,NONE,NONE,NONE
ENOG410IE5Z,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F6P5,ZERO,O75121;P55082,P55082,NONE,NONE,NONE,NONE
ENOG410IZCP,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F6T0;E7FBG3,ZERO,P16070,P16070,NONE,NONE,NONE,NONE
ENOG410IR8A,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7F9Z1,ZERO,P04275,P04275,NONE,NONE,NONE,NONE
ENOG410IS78,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7FB76,ZERO,Q96P44,Q96P44,NONE,NONE,NONE,NONE
ENOG410IJ45,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7FBB3;F1QP61;F1QS30,ZERO,P01127,P01127,NONE,NONE,NONE,NONE
ENOG410IJS1,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7FD69;Q90X49,ZERO,Q76M96,Q76M96,NONE,NONE,NONE,NONE
ENOG410INDA,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7FEN5;F1RDA9,ZERO,O15072;O95450,O15072;O95450,NONE,NONE,NONE,NONE
ENOG410IQBP,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E7FGE9,ZERO,Q03001,Q03001,NONE,NONE,NONE,NONE
ENOG410J1DR,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E9QCC4,ZERO,Q13361,Q13361,NONE,NONE,NONE,NONE
ENOG410IPB7,2,1,NONE,NONE,NONE,NONE,NONE,NONE,E9QDD7,ZERO,P56199,P56199,NONE,NONE,NONE,NONE
ENOG410IGFH,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1Q709,ZERO,Q6UWV2,Q6UWV2,NONE,NONE,NONE,NONE
ENOG410IDXR,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1Q890;F1REK1;Q5XFY1,ZERO,P00747;G3XAK1;P14210;P08519,P00747,NONE,NONE,NONE,NONE
ENOG410IIJU,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1Q9H3;F1QW38,ZERO,Q7Z7G0,Q7Z7G0,NONE,NONE,NONE,NONE
ENOG410IPB9,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QC06,ZERO,P17301,P17301,NONE,NONE,NONE,NONE
ENOG410IGK1,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QGG9,ZERO,Q14393,Q14393,NONE,NONE,NONE,NONE
ENOG410IP6C,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QIJ3,ZERO,Q13753,Q13753,NONE,NONE,NONE,NONE
ENOG410IPB8,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QL14,ZERO,Q9UKX5,Q9UKX5,NONE,NONE,NONE,NONE
ENOG410IP68,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QPJ1,ZERO,Q9Y6N6,Q9Y6N6,NONE,NONE,NONE,NONE
ENOG410IPBA,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QSJ9,ZERO,P20702;P11215;Q13349,P20702;P11215;Q13349,NONE,NONE,NONE,NONE
ENOG410IS74,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QWK2,ZERO,Q5TAT6,Q5TAT6,NONE,NONE,NONE,NONE
ENOG410IGA1,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QXD5;Q1LUA9,ZERO,Q03692,Q03692,NONE,NONE,NONE,NONE
ENOG410IR6X,2,2,NONE,NONE,NONE,NONE,NONE,NONE,F1R089,F1R089,Q8IUX8,Q8IUX8,NONE,NONE,NONE,NONE
ENOG410IPB6,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R2R3,ZERO,P26006,P26006,NONE,NONE,NONE,NONE
KOG4459,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R4D8;F1RDW7,ZERO,Q32P28;Q8IVL5;Q92791,Q32P28;Q8IVL5,NONE,NONE,NONE,NONE
ENOG410IFUG,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R5N2,ZERO,Q5JRA6,Q5JRA6,NONE,NONE,NONE,NONE
ENOG410IX9P,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R727;F6NRK2,ZERO,Q8NFA2,Q8NFA2,NONE,NONE,NONE,NONE
ENOG410IWI2,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1R8P5,ZERO,P37840,P37840,NONE,NONE,NONE,NONE
ENOG410IJXF,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F1RAE8,ZERO,P14136,P14136,NONE,NONE,NONE,NONE
ENOG410IXIG,2,1,NONE,NONE,NONE,NONE,NONE,NONE,F6NMW3,ZERO,P31431,P31431,NONE,NONE,NONE,NONE
ENOG410IQZH,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q1L8P0,ZERO,O75718,O75718,NONE,NONE,NONE,NONE
ENOG410IGCN,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q29RF0,ZERO,Q07507,Q07507,NONE,NONE,NONE,NONE
ENOG410ISAN,2,1,NONE,NONE,NONE,NONE,NONE,NONE,Q4W898,ZERO,Q5STB3,Q5STB3,NONE,NONE,NONE,NONE
