KOG1213,7,5,Q8W1Y0;Q9S7T7;Q9FQ19;Q9FQ20,Q9S7T7,Q21306;Q19325,Q21306;Q19325,A0A021WW32,ZERO,Q1L8E1;F1QKC8;A0JMM5;B8JLA8,ZERO,A0A024R9J0;Q9H4I0,Q9H4I0,Q12158;Q12188,Q12188,P36626;P30776,P36626,
KOG2208,6,2,NONE,NONE,Q23486;O01602;Q21593;P34307,Q23486,E2QCR4,ZERO,F1Q505;E7FCA5;F1QY20;F1QIY5;E7F5S0;E7F9M4,ZERO,A0A024R4E5;Q9H694,ZERO,Q07834;P06105,P06105,O74359;O59810,ZERO,
KOG2157,6,3,NONE,NONE,E9P886;Q564U4,E9P886,Q9VZ97;Q9VBX5;Q9VM91;Q9VM92;Q961I9,Q9VM92,F1QT18;E7EZU8;F1QA49;F1QRJ2;F1QN65;E7FGU1,ZERO,A0A024R4U6;A0A0A6YYG9;A6PVC2;J3KQB2;Q3SXZ7;Q6EMB2;Q6ZVT0;Q8NG68;Q9BWV7,Q6EMB2,P38254,ZERO,Q10438,ZERO,
KOG1003,6,3,NONE,NONE,Q22866,Q22866,A0A0B4KG06;P09491,ZERO,Q6P0W3;Q6IQD7;E7FBZ3;P13104;Q7SXW1;F1R412,ZERO,A0A024R5W6;P06753;P07951;P67936,ZERO,P40414;P17536,P40414;P17536,Q02088,Q02088,
KOG2965,6,1,NONE,NONE,H2KZS0,ZERO,Q9NHA5,ZERO,Q6PH54;E7F8R4;Q7T151,ZERO,A0A024R6A0;P05089,P05089,P00812,ZERO,Q10066;P37818,ZERO,
KOG2260,6,1,NONE,NONE,Q336L8;H2L0F2,Q336L8,Q86NM8,ZERO,F1QVZ5;E7F2J2,ZERO,A0A024R7B7;Q7L3B6,ZERO,P06101,ZERO,O94740,ZERO,
KOG1690,6,1,NONE,NONE,Q9U1Z4;A4F319,ZERO,Q9I7K5;Q86BA5,Q9I7K5,E7FAM3;F1R3P1,ZERO,A0A024R7M0;Q7Z7H5,ZERO,Q05359;P38819;P53198,ZERO,O14324,ZERO,
KOG0044,6,1,NONE,NONE,Q94172;O16638;Q95ZR9;P36608;G5EGM2;O45313,ZERO,Q9VWX8;P37236;Q9W3K8;P42325;Q4V5H8;Q9VI39;Q8MYT0,ZERO,Q8UUX9;F1QR22;E7FCR5;Q1LWS5;F1QMZ6;F1REB4;E7F7H4;Q1LUD3;Q1LUM5;F1RBC0;Q5TZ35;Q6PC38;Q6AXL4;A3KPW8;Q6ZM98;Q7SXX4;F1R1Z5;Q6PC34;Q4V9G0;Q8UUY0;F1R110;E7FBI7;Q6PBP8;E7FCW3;E7FAK3;Q53A16;Q4V8S2;F1R8V7;Q1LWZ0;H9GYA1;E7F2Y0,ZERO,A0A024R7U5;A0A024R8B2;A0A024RE22;B2RB70;O95843;P35243;P43080;P62760;P84074;Q6FGY1;Q6PIL6;Q8NFA0;Q9UMX6;Q9UM19;Q9NZI2;Q9NS61,ZERO,Q06389,ZERO,Q09711,Q09711,
KOG1201,6,1,NONE,NONE,Q19843;Q22392;A5JYX5,ZERO,Q9VR28;Q8SYX3;Q5BID6;Q8SWZ9;Q9VCR9,ZERO,Q6DBS5;E7F3V5;A8E7S3;F1RES0;F1QS94;E7EXG7;Q7SZ49;F1QID5,ZERO,A0A024R7X6;Q8NBQ5;Q8N3Y7;Q7Z5P4,A0A024R7X6,P0C5M5;Q06417,ZERO,Q1MTR7,ZERO,
KOG4019,6,1,NONE,NONE,P53806,P53806,A0A0B4LHI3,ZERO,E7F2L5;E7FCC0;Q6DG39;B0R069,ZERO,A0A024RAH2;Q14206;P53805,ZERO,P36054,ZERO,Q09791,ZERO,
KOG3525,6,3,NONE,NONE,P91863;G5ECN9;O17798,P91863;G5ECN9,E1JJL5;F0JAG0;Q9UAE7,ZERO,F1QQ43;F1QIU9;A2BHH6;F1R6D4;B6VCA1;F1R7T7;F1QWV9;F1R440;F1QKU2;F1R027;E7F7S3;E7F2Y8,ZERO,A0A024RC70;Q9BXY4;Q92824;P16519;Q2MKA7;P29120;Q6UW60;Q16549;Q2I0M5,Q9BXY4;Q92824;Q2MKA7;Q6UW60,P13134,ZERO,Q09175,Q09175,
KOG3979,6,1,NONE,NONE,O17000;Q22141;Q9XWR3,Q9XWR3,Q86MQ1;Q9VPT7;Q9VPT6,ZERO,G1K2N7,ZERO,A0A024RCC6;Q9H720,ZERO,P25618,ZERO,Q9HDZ2,ZERO,
KOG0015,6,3,NONE,NONE,Q18955,Q18955,A0A0B4LGL8,ZERO,A8HAM3;F1R066,ZERO,A0A024RD16,ZERO,P07249;P11746,P11746,P78926,P78926,
KOG2301,6,1,NONE,NONE,Q8MXH5;G5EDM1;Q8MQA1;Q19526,Q8MQA1,M9MS65;A0A0B4KF50;M9PDI5,ZERO,F1QCP2;F1QK46;F1R8Q5;E7F7J0;E7F9F7;F1QE48;A8WHR2;E9QB13;Q5RHB2;Q6RKB0;C0LU14;E7F1W4;F8W3Z0;Q5TZF1;F1RE76;A2BHF4;E7F926;F1R736;A8B6E8;F1QH36;F1QXF5;F1Q4U9;E7F278;F1R3H4;H9GXG0,ZERO,A0A024RE05;Q13936;Q15858;Q9NY46;O60840;O00555;Q01668;Q13698;Q9UI33;Q14524;Q9UQD0;Q9Y5Y9;F6RH32,ZERO,P50077,ZERO,O14234,ZERO,
KOG3595,6,3,NONE,NONE,G5EEQ0;Q9XVG4;Q19020;Q19542,Q19020;Q19542,Q9VJC6;A0A0B4K648;Q8IHA1;Q0KI05;Q0E8P6;V9GZT0;M9PHG8;Q1LZ38;V9GZM8,ZERO,H9GZC2;F1QIC7;E7F170;E7F2J8;F1QGP5;F1QHM1;A2BG35;E7FFM4;E7F9N7;F1QLA3;E7F8I2;E7F385;E9QH47;F1Q8L1;E7F4M7;E7FED2;E7FAB2;K7DYK5;E7EXU9;E9QBH9;E7EZB9;F1RAF1,ZERO,A0A075B6F3;A0A0C4DFR0;A6NC98;Q8TD57;Q9C0G6;Q6ZR08;Q9P2D7;Q14204;Q8NCM8;Q8WXX0;Q8TE73;Q9UFH2;Q96M86;Q9P225;Q8IVF4;Q9NYC9,Q9NYC9,P36022,ZERO,O13290,O13290,
KOG0224,6,1,NONE,NONE,Q19949;Q7Z137,ZERO,Q9W1M2,ZERO,F1QYN2;F1QZV4;F1QA20;D3TI80;F1Q9W1;Q803U6,ZERO,A0A075B734;O14520;O43315;Q92482;Q96PS8,ZERO,P43549;P23900,P23900,G2TRL1;Q9P7T9,ZERO,
KOG3613,6,1,NONE,NONE,Q9XW10,Q9XW10,A0A0B4KG81,ZERO,F1R226;E7F4W9,ZERO,Q5JWR5;Q9Y3R5,ZERO,Q03921,ZERO,Q9C0Z4,ZERO,
KOG2655,6,4,NONE,NONE,Q8I4C9,Q8I4C9,A0A0B4KGJ1;P40797;P42207;Q7KLG8,ZERO,F1QVB3;F1QMC3;F1QHM4;A0JMF4;F1QG04;F1QJK2;F1QPB5;F1QS91;Q7SY26;F1QQN9;E7FF74;F1QAB2;F1REC2;F1R3Q3;F1REC3,ZERO,Q92599;Q9NVA2;Q15019;X5DNA9;Q9P0V9;Q16181;H0YL14;O43236;Q14141;Q6ZU15,O43236,Q07657;Q04921;P32468;P41901;P32458;P32457,Q04921;P41901,O36023;P48008;Q09883;O60165;P48009;P48010,P48010,
KOG0615,6,1,NONE,NONE,Q19962;A4F324;Q9U1Y5,A4F324;Q9U1Y5,D3DMK7,ZERO,A2A123;B0V1J5;E7FGZ6;F1QA54,ZERO,Q8N568;Q9C098;O96017,ZERO,P39009;P22216,ZERO,Q09170,ZERO,
KOG1720,6,1,NONE,NONE,Q9UAX0,ZERO,Q5U0V6,ZERO,F1QYQ8;F8W2B2;E7F3H8;A8DZH6;Q5RGP5;F1QE17;A5PMX2;B8A6D9,ZERO,A2A3K4;Q16667;O60729;Q9UNH5;Q9BVJ7,ZERO,Q00684,Q00684,Q9P7H1,ZERO,
KOG1014,6,1,NONE,NONE,Q11177;O17795;O16925;Q17703;C1P622;Q17704;Q10130,C1P622,Q9W3N1;Q9VJG8;Q8INZ8;Q8SX47;Q86BQ3,ZERO,A2BFP6;A5WWC6;Q6QA33;Q6P3L6,ZERO,Q6FH62;Q3SXM5;Q53GQ0,ZERO,P38286,ZERO,Q10245,ZERO,
KOG3417,6,3,NONE,NONE,Q9N5D3,Q9N5D3,P26675,ZERO,A2RRV5;E7F5D4;E7FBN7;E7FFG4;F1QZX0;F1R019,ZERO,Q7LDG7;Q0VAM2;Q07889;Q07890,ZERO,P25300;P04821;P07866;P25593,P25300,Q9USU1;P26674,P26674,
KOG4080,6,1,NONE,NONE,Q04907,Q04907,Q9V9Z1,ZERO,F1R044,ZERO,A4D1V4,ZERO,P25348,ZERO,O94379,ZERO,
KOG0071,6,1,NONE,NONE,Q9U2S4,ZERO,P40946,P40946,A5PMK4;F1RDR4,ZERO,Q9NXU5;P62330,ZERO,P40994,ZERO,Q9Y7Z2,ZERO,
KOG1195,6,1,NONE,NONE,Q18316,Q18316,Q8SXK2;Q9VXT0;Q9VXN4,ZERO,A5WVY0;B0UXP8;F1QLT9,ZERO,Q5T160;P54136;Q5D0E6,ZERO,Q05506;P38714,ZERO,O74781,ZERO,
KOG0642,6,2,NONE,NONE,G5EE12,G5EE12,Q86M30,ZERO,E7F6T7;F1R1W1;F1QZY2;F1Q8B6,ZERO,B1ANS9;O43815;Q13033;Q9NRL3,ZERO,Q05040,Q05040,O94560,ZERO,
KOG3886,6,1,NONE,NONE,C6KRG7;Q20940,ZERO,Q9VHJ4,ZERO,F1Q8T7,ZERO,Q7L523;D4HNR6;Q5VZM2,D4HNR6,Q00582,ZERO,O74824,ZERO,
KOG3657,6,1,NONE,NONE,Q9U208,Q9U208,Q27607,ZERO,E7FH64,ZERO,E5KNU5,ZERO,P15801,ZERO,Q12704,ZERO,
KOG1827,6,2,NONE,NONE,G5EEY5,G5EEY5,Q7YU13,ZERO,E7EZ71;E7F8D8,ZERO,Q86U86,Q86U86,Q02206;P53236;Q06488,ZERO,O74964;Q09948,ZERO,
KOG4279,6,1,NONE,NONE,Q21029,Q21029,Q9VDS9,ZERO,E7F129;E7F2L3;E7FBI5;E7FD80;E7FEW8,ZERO,Q13233;Q6ZN16;O95382;Q99683,ZERO,Q01389,ZERO,Q10407,ZERO,
KOG0588,6,1,NONE,NONE,Q19469,ZERO,Q95T82,ZERO,E7F2E0;F1Q7B5;F1QPU5;F1QXN2,ZERO,Q8TDC3;Q8IWQ3,ZERO,Q12263;P34244,Q12263,P87050;P07334,ZERO,
KOG0210,6,1,NONE,NONE,P91203;G5EBH1,G5EBH1,Q9VK04,ZERO,E7F966;F6NZZ2,ZERO,O75110;O43861,ZERO,P40527,ZERO,Q10309,ZERO,
KOG3680,6,1,NONE,NONE,Q19300,ZERO,Q9VZQ9,ZERO,E7F9X6,ZERO,Q9ULQ0;Q5VSL9,ZERO,P53917,P53917,O13665,ZERO,
KOG0980,6,1,NONE,NONE,G5ECG4;O62142,ZERO,Q8MQJ8,ZERO,E7FD55;F1QXX1;F1R6L2,ZERO,O00291;O75146,ZERO,P33338,P33338,Q9P6L5,ZERO,
KOG4645,6,1,NONE,NONE,Q960A2,ZERO,Q95YH7,ZERO,F1Q852,ZERO,Q9Y6R4,Q9Y6R4,P25390;P53599,ZERO,O14299;O74304,ZERO,
KOG1926,6,1,NONE,NONE,Q21210,Q21210,Q8MRJ3,ZERO,F1QAD2;F1QS42,ZERO,Q9BQG0,ZERO,P39985,ZERO,O60094,ZERO,
KOG1817,6,2,NONE,NONE,O01326,O01326,Q960Y4,ZERO,F1QKS5,ZERO,Q9NRR4,ZERO,Q02555,ZERO,P22192,P22192,
KOG1106,6,1,NONE,NONE,Q9BL54,Q9BL54,Q9W2V7,ZERO,F1QXM4,ZERO,Q9BRX5,ZERO,Q12146,ZERO,Q9UTC3,ZERO,
KOG4017,6,1,NONE,NONE,Q21302,Q21302,P28518,ZERO,F1R092,ZERO,P23025,ZERO,P28519,ZERO,O59753,ZERO,
KOG0453,6,1,NONE,NONE,P34455,P34455,Q8T4D6;Q9NFX0,ZERO,F8W4M7,ZERO,Q99798,ZERO,P19414;P40858;P49367;P39533,ZERO,O13966;Q9P7D4;Q9UT74,ZERO,
KOG3880,6,1,NONE,NONE,G5EBM4;G5ECU8,G5EBM4;G5ECU8,Q8SXL8,ZERO,Q5U392,ZERO,Q2TA70;O95086,ZERO,P47040,ZERO,Q9US09,ZERO,
KOG3478,6,1,NONE,NONE,P52554,P52554,M9PD09,ZERO,Q7SX94,ZERO,Q5STK2,ZERO,P52553,ZERO,O14450,ZERO,
KOG0590,6,1,NONE,NONE,Q9NF25,ZERO,Q59DY7,ZERO,Q1LWT4,ZERO,O14757,ZERO,P25333;P38147;Q12100;Q12310;P38970;P36004;P22211;Q08732,Q12310,O14019;O59763;O74526;O94647;Q09792;P34208,ZERO,
KOG4778,6,1,NONE,NONE,Q9TZ90,Q9TZ90,Q9VGP7,ZERO,Q66I86,ZERO,Q9NQ50,ZERO,P36527,ZERO,O14181,ZERO,
KOG2678,6,1,NONE,NONE,Q9N598,Q9N598,Q9VSU7,ZERO,Q1LVG2,ZERO,Q9NZ43,ZERO,P53146,ZERO,O13785,ZERO,
KOG4157,6,0,NONE,NONE,NONE,NONE,Q9VXV9,ZERO,A2BGL3;E7F082;E7F3K8;H9GXK6,ZERO,Q2TBF2;Q8NCW0,ZERO,P38739;Q3E7B9;Q12215;P53832,ZERO,P87179,ZERO,
KOG2392,5,2,Q9SYD5;Q9SH52;F4HX47;O48706;Q9SIR9;Q4PSX8;Q9C8T2;Q9S7T8;Q9ZQR6;O82283;Q4PSX9;O04582;Q9M1T7,ZERO,Q19651;Q18287;G5EFH4;G5EE40;G5ECY2;O01564;Q9XUS1;O62309;O16959;A9Z1L1,ZERO,Q8MSJ4;A1Z6R4;Q9VA48;Q9VII7;A0A0B4KF64;Q9VLU4;Q9VLV3;Q8T0M5;Q3HKQ3;Q6V6U6;Q8SYY7;Q7YTY6;Q9VFC1;Q9U1I4;Q7KA66;Q9VL44;Q9VLZ8;A0A0B4K6Q4;Q9VWB4;Q9VPH9;Q7K508;Q9V3N1;Q4V3G2;Q9VVW1;Q0E8V6;Q7JV69;Q9VH46,Q9VVW1,F1QRB8;F1R7D6;Q6DG30;F8W412;F8W5D3;Q8JH29;F8W5C3;E7EXC4;B3DJI9;B0UYL8;F1QV84;F1RBV7;E7F3Z2;F1R9A9;F1QEV1;F1RAP6;F1Q853;Q66I20;F8W3S9;Q5RIH8;H9GXC3;F8W298;B0V3R7;F1R7F7;Q7ZVL5;F1QHG3;F1QQ30;Q5RIK7;Q8AYE3;A8WFU6,ZERO,A0A024QYT5;A0A024QZT4;A0A024QZX3;A0A024R2B1;A0A024R2B6;A0A024R5K8;A0A024R6I6;A0A024R6I9;A0A024R6N9;A0A024R6P0;A0A024R944;A8MTL9;A8MV23;B0ZBE2;E9KL23;E9KL26;P48595;P05543;Q99574;P48594;P29508;Q8IW75;P08697;P05120;Q96P63;P07093;Q86WD7;O75830;O75635;P36955;Q9UIV8;P05546;V9HWH1;P08185;Q86U17,A0A024R2B6;A0A024R6N9;B0ZBE2;P07093;P36955,NONE,NONE,NONE,NONE,
KOG2605,5,1,Q9XIP2;Q8LBW2;O80949,ZERO,Q7JLI8;O01467,Q7JLI8,E1JIE7,ZERO,Q08BW0;F1QPN8,ZERO,A0A024QZ09;Q01804;Q9NP73,ZERO,NONE,NONE,NONE,NONE,
KOG1840,5,1,Q9LII8;O81629;F4K786;Q9FZI6;Q5XEY4;Q8VZQ8,Q9LII8,Q9XW00,ZERO,M9PGT5;Q8SYD0;M9PFG7,ZERO,Q6NY32;A4IG65;P0CI65;F1QF34;Q08CF1,ZERO,A0A024QZ47;A0A024R0V3;A0A024RD83;E7EVH7;Q07866;Q9H0B6;Q9NSK0;Q7Z494,ZERO,NONE,NONE,NONE,NONE,
KOG1340,5,1,Q9SCT5;Q9LZW6,ZERO,Q18279;Q22337;Q8MPX7;Q22339;Q52GZ2;Q22776;Q22338,ZERO,Q86PA4,ZERO,F1QMF5;B8JK19;F1QSH1,ZERO,A0A024QZQ2;P07988;Q6NUJ1,A0A024QZQ2;Q6NUJ1,NONE,NONE,NONE,NONE,
KOG1954,5,1,B3LF48;Q94CF0,ZERO,G5ECC3,G5ECC3,Q94919;Q8I0D4,ZERO,Q6P3J7;Q5TYP7;F1QZ37;Q6NY81;Q66HW2;A0AUR2;H9GZ47;E9QGV7,ZERO,A0A024R0S6;A0A024R9N6;B2R5U3;Q9NZN3;Q86TD4,ZERO,NONE,NONE,NONE,NONE,
KOG1543,5,2,Q9LT78;P43297;Q9FMH8;Q9LT77;Q9LXW3;Q8H166;Q9LFI9;Q93VC9;Q9LP39;Q9STL5;F4HZW2;Q9LFJ5;O81748;Q8RWQ9;Q9SUT0;Q9LNC1;Q84W75;Q9STL4;Q9FGR9;Q9FJ47;Q9LM66;Q0WVJ5;O22961;Q9ZQH7;Q9LFJ0;O65493;Q9SUS9;Q9SIE8;O23681;Q9SG15;Q9ZSI0;Q9LR55;Q94B08,Q9FGR9;Q9FJ47,Q2AAB9;O17255;P43510;Q9U2X1;P43509;O45466;P92005;P43507;Q18740;Q9XWA4;P43508;P91991;Q2AAC0;Q20950;Q9BL26;P25807;Q9XXQ7;Q93512;P91110,ZERO,A0A0B4JD48;Q9VY87;Q9VNK6;Q9VKY4;A1ZAU4;Q7JYA0;Q7K0S6;A1Z9I0;A1ZBK7,ZERO,F1QCP8;Q6PH75;E7F8G1;Q1L8W8;F1R8Y0;F1Q8A0;A7MCR8;E7F8Y7;F1R7B3;F1R4G6;A8E588;F1QGP6;Q1L8P5;E7F2B2;F1QL40;A2BEM8;F1RDQ9;A5WVL6;Q502A6;A7MCR6;E9QE79;Q6DHT0;A7MCR7;Q1L8P4;F1R8R0;E9QBE2;A2BF64;F1R9W6;F1QFZ9;E7F1S2;F1QZT5,ZERO,A0A024R141;A0A024R276;A0A024R374;P43235;P09668;P53634;Q9UBR2;P25774,A0A024R141;A0A024R374,NONE,NONE,NONE,NONE,
KOG1072,5,1,Q9SY96;Q67XN8;Q9SVJ9;Q9CAG8;Q6NL02;Q9SHZ9;Q9FFV5;O80573;Q9T035;Q9SJ04;Q9CA63;Q9FFV4;O49618;Q9SVA1;Q9M0E6;Q9M8L2;Q3ED93;Q9LI89;O65663;Q9SVA0;Q84M94;Q9FI71;Q9M010;Q9LV41;Q9FKJ0;Q6RF47;O82378;Q3E9N2;O82379;Q1PE10;Q9SUR8;Q8GWJ1;Q9T0E4;Q9SVI7;P0C2F7;Q9LYY7;Q84VX7;Q9FI72;B3H594;Q9FI70;Q9LK31;Q9ZVC1;Q8GXX4;Q1PF20;Q9M2C9;Q1PE27;Q9SIJ3;Q3E8Y5;O80582;Q9LYY3;Q9CAA7;O49488;Q1PE09;Q8GXF6;Q9SH13;Q93W93;O82374;F4IG53;Q9M1Y1;Q9SI02;Q9LK86;Q9T0E2;Q8L736;Q8GX29;Q6NPN5;Q94K34;Q8LAW2;Q9SV98;F4JPR8;O82373;Q9C9X9;Q84RE1;Q9M2B5;Q9SVA3;Q9M9S9;O82376;O22698;Q9LMR5;Q0WW40;Q9SZZ9;Q0V7S6;Q9M0U2;Q9T031;Q3ED92;O65704;Q9ZW38;Q6NLS9;Q9C6Z0;O65696;Q9SK64;P0C2G4;F4J1B0;O81414;Q9LYY6;O80502;O82375;Q9LM55;Q9FM30;P0C2F9;Q9LU49;Q9LX87;Q3E8Y7;O82370;Q9CAE9;Q9FZJ3;Q9M1W7;Q9LYY5,ZERO,Q10579,Q10579,NONE,NONE,F1QUT3;E7FBJ3;E7FFI7;F1QSX4;F1QEP9;E7F2M9;F1QRZ8;Q5RGJ4;F1Q6J6;F1QZI5;F1QVY1,ZERO,A0A024R1T8;A0A024R2X4;A0A024R981;A6NCF5;B2RNT7;C9JR72;O94819;Q5VTJ3;Q96G42;Q96NJ5,ZERO,NONE,NONE,NONE,NONE,
KOG4441,5,4,Q8LEV3,ZERO,D5MCU1;G5EGS4;O17700;O17702;P34569;Q09563;Q8WQC4,D5MCU1;Q8WQC4,Q6GKZ1;Q9VGE6;Q7JWV5;Q9VK21;X2JD28;M9PFL3;Q04652;Q7KSF5;Q9VRA7;Q8IH99,Q04652,A0A0H2UJ99;A2RRV4;A9CP01;B3DIV9;B8JIG8;B8JJT0;E7EZB5;E7F464;E7F563;E7F5B8;E7F5R6;E7F7A6;E7F8E3;E7F9J9;E7FB30;E7FB71;E7FBH0;E7FCD9;E7FCF6;E7FDU6;E7FED5;E7FF51;E7FH32;E9QC48;E9QC58;E9QHV0;E9QIN8;E9QJ30;F1Q882;F1Q9R3;F1QA82;F1QEG2;F1QI27;F1QIE0;F1QKP6;F1QMY7;F1QV25;F1QWA4;F1R1Y0;F1R4M4;F1RDL1;F1RDT7;F1REQ9;H9GXM6;H9GZD4;Q08BL9;Q08CL1;Q1ECZ2;Q1L8N5;Q1LUF9;Q1LYM6;Q3ZB90;Q5RG82;Q5RGB8;Q7ZT06;Q6NYM1;Q6Q7X9,E7FCF6;F1RDL1,A0A024R2T4;A0A024R3B5;A0A024R7C0;A0A024R7N5;A0A024R940;A0A024RA38;O60662;O95198;Q0D2K2;Q2TBA0;Q2WGJ6;Q3ZCT8;Q53G59;Q53GT1;Q53XS2;Q58EZ4;Q6JEL2;Q96PQ7;Q8N239;Q9H0H3;Q8NBE8;Q8NFY9;Q6TFL4;Q9C0H6;Q6PF15;Q8WX35;Q9Y573;Q9H511;Q9Y6Y0;Q9P2G9;Q9P2N7;Q9NXS3;V9HWF1;Q96CT2;Q9P2G3;Q8IXQ5;Q9UH77;Q9NVX7;Q8WZ60;Q6TDP4;Q9NR64;Q8N4N3;Q9UJP4,Q6JEL2,NONE,NONE,NONE,NONE,
KOG4276,5,1,NONE,NONE,NONE,NONE,Q9VL06,ZERO,Q8JFV5,ZERO,Q9ULT8,Q9ULT8,NONE,NONE,NONE,NONE,
KOG0496,5,1,Q9SCV0;Q9SCV9;Q93Z24;Q8GX69;Q9LF85;Q9SCQ3;Q9SCV3;Q9SCV4;B3H6K7;Q9SCV5;Q9SCW1;Q9FN08;Q9C6W4;Q9SCV8;Q9LF87;B3H4Y0;Q8S8A7;Q9SCU8;Q9LFA6;Q9SCU9;Q9SCV1;Q9FFN4;Q9LRL4;Q9MAJ7,Q9FFN4,Q27526;O76632,ZERO,M9PCA6,ZERO,F1QKQ3;F1QXE8;F1QFR7,ZERO,A0A024R3N9;P16278;Q6UWU2;Q8NCI6,ZERO,NONE,NONE,NONE,NONE,
KOG1037,5,1,Q9FK91;Q11207;Q84JE8;Q9ZP54,ZERO,Q9N4D2;Q9TXQ1,ZERO,P35875,P35875,E7F224;H9GXH4;F1QAF7;Q5RHR0;F1QSK1,ZERO,A0A024R3T8;Q9UGN5;Q9Y6F1;Q9UKK3,ZERO,NONE,NONE,NONE,NONE,
KOG2332,5,1,Q9LYN2;Q39101;Q9SRL5;Q9S756;F4JD24,Q9LYN2;Q39101;Q9S756,Q9TYS3;O16453,ZERO,Q9VYH1,ZERO,Q9DDT0;F1R225;B3DH93;Q66HX7;F1R872;E7EXI4;E7FGK8;F1R0Z1;B7ZVS7;E7FGI6,ZERO,A0A024R525;Q8N4E7;Q9BXU8,ZERO,NONE,NONE,NONE,NONE,
KOG4232,5,1,Q9ZRP7;Q3EBF7,ZERO,Q23221,Q23221,Q9VJI1;M9PD26,ZERO,F1R3G9,ZERO,A0A024R564;A0A0A0MR51;O95864,ZERO,NONE,NONE,NONE,NONE,
KOG0753,5,1,O81845;Q9ZWG1;F4JI50;Q9XI74,ZERO,O01883,ZERO,Q7K566;Q9VMK0;Q9VMK1;X2JL00,ZERO,Q6P0I3;Q7ZVV6;A8KC25;Q5RIN7;Q7ZVP4,ZERO,A0A024R5N5;O95258;O95847;P25874;P55916;Q5SVS4,A0A024R5N5,NONE,NONE,NONE,NONE,
KOG0799,5,2,Q9FLD7;Q9LR71;Q9C9A1;Q8S8P3;Q6DBE8;Q9SS69;Q9SZS3;Q9LFQ0;Q9LIQ3;Q9ZQZ7;Q9LE60,Q9SS69,Q9U3H9;Q965Q8;O16776;G5EDP7;G5ECK8;O45866;Q9XXL2;Q19730;Q22481;Q20081;G5EBQ5;O02315;Q93643;G5EF41;O02312;O02309,Q965Q8,Q7KVA1,ZERO,E7FGA6;E7F216;H9GYZ7;F1RAK7;G1K2V0;F1QJU4;F1R0Z0;Q71SG7,ZERO,A0A024R5T9;Q02742;Q6ZNI0;Q86Y38;Q8NFS9;Q9H1B5;Q9P109,ZERO,NONE,NONE,NONE,NONE,
KOG2736,5,2,Q9SIK7;Q0V7S4,Q0V7S4,P52166;Q01608;O02100,P52166;Q01608;O02100,B7Z090,ZERO,F1Q8Y6;Q90ZE4,ZERO,A0A024R6A3;P49810,ZERO,NONE,NONE,NONE,NONE,
KOG1565,5,3,Q9ZUJ5;O23507;Q5XF51;O04529;Q8GWW6,O04529,G5EBU3;Q23227;G5ECC4;G5EGM1;O17913;O44836,O44836,Q9GTK3;Q5BIL2,ZERO,F1QWE5;E7FFU0;F1R4H1;E7FFQ4;E7FF88;E9QIX9;E7FGL6;E7F3C3;Q6PHG2;E7F2I8;F1R0R0;F1QFZ8;E7F875;E7F1N5;F1R3P5;E7F9I3;F1QBU4;E7FBB0;E7F6G8;H9GYR2;B0R0I1;F1R8N4;Q6DG10;E7F6P2;E7FCZ5;B8JMI5;I3IT28;F1RA45;F1QAB4;E7FC41;F1Q899;F1QC76;E7F0Y6;F1RBI6,ZERO,A0A024R6R4;A0A024R6U8;D9ZGG2;H0YJW9;O60882;O75900;P02790;P03956;P08254;P09237;P09238;P14780;P22894;P24347;P39900;P45452;P50281;P51512;Q075Z2;Q8N119;Q92954;Q96BH3;Q99542;Q9H306;Q9NPA2;Q9NRE1;Q9ULZ9;Q9Y5R2,A0A024R6R4;O75900;P09237;P14780;P45452;P50281;Q075Z2;Q96BH3;Q99542,NONE,NONE,NONE,NONE,
KOG1689,5,1,Q8GXS3;Q94AF0,ZERO,Q93716,Q93716,Q9VSY2,ZERO,Q7T3C6,ZERO,A0A024R6W2,ZERO,NONE,NONE,NONE,NONE,
KOG0543,5,3,Q9LDC0;Q7DMA9;Q9FJL3;Q9M2S7;Q38931,Q7DMA9,O45418,ZERO,Q7K3D4;Q9VL78;Q9W1I9;A1Z9Q7,Q9W1I9,Q6P3J6;H9GYL4;Q801U5;A3QK11;F8W2D1,ZERO,A0A024R7P2;O75344;Q02790,O75344;Q02790,NONE,NONE,NONE,NONE,
KOG4688,5,1,Q3E983;Q9FMI8,ZERO,Q6A586,Q6A586,Q7K1C5,ZERO,Q6P121;F1QAG7;E7FAF0;E7F799,ZERO,A0A024RA06;Q8IXS8,ZERO,NONE,NONE,NONE,NONE,
KOG3070,5,4,O65639;Q94C69;Q38896;Q41188,Q38896;Q41188,Q9N364;P92186,P92186,M9NFR5;Q9VRN5;M9PFS8,Q9VRN5,E7F2G7;F1R500;Q803L0;Q6PHF1;E7F3W9;F1QHR6;A1A605,ZERO,A0A024RAQ1;P67809;Q6ZN17;Q9H9Z2;Q9Y2T7;Q9Y534;Q9Y2V2,A0A024RAQ1;Q9H9Z2;Q9Y2T7,NONE,NONE,NONE,NONE,
KOG4672,5,2,Q9LV14,Q9LV14,Q09556,Q09556,Q8MYX2,ZERO,F1Q942,ZERO,A0A024RAW9,ZERO,NONE,NONE,NONE,NONE,
